Job Title,Years of Experience,Department,Salary Range,Work Location,Training Hours,Satisfaction Score,Last Evaluation Score,Average Monthly Hours,Attrition
Assistant,25,Sales,Low,Office,98,7,7,227,1
Manager,14,Customer Support,High,Office,68,6,5,149,0
Consultant,11,Sales,High,Office,7,5,0,183,0
Executive,20,Customer Support,High,Office,65,5,8,297,1
Executive,9,Marketing,Low,Remote,23,4,8,299,0
Manager,28,Marketing,High,Office,41,4,9,178,0
Assistant,25,Customer Support,Medium,Office,53,3,7,185,0
Assistant,28,Customer Support,Medium,Remote,15,6,6,278,0
Consultant,21,Sales,Medium,Office,3,10,0,293,0
Manager,1,Engineering,Low,Remote,58,2,10,288,0
Executive,6,Sales,High,Remote,93,4,0,255,0
Assistant,12,Marketing,Low,Office,45,2,7,199,0
Manager,2,Customer Support,High,Office,93,7,9,271,1
Assistant,14,Marketing,Low,Office,98,4,7,239,0
Assistant,0,Engineering,Medium,Office,12,10,0,156,0
Executive,25,Sales,Low,Remote,36,9,7,253,0
Director,2,Marketing,Low,Remote,53,5,7,124,0
Consultant,24,Sales,Low,Office,48,0,9,114,0
Consultant,9,Customer Support,Medium,Remote,74,10,9,202,0
Executive,26,Marketing,Low,Remote,57,3,2,197,0
Assistant,26,Engineering,Low,Remote,18,8,0,176,0
Manager,14,Sales,Medium,Office,17,4,2,280,0
Assistant,21,Sales,High,Remote,59,0,7,203,0
Executive,26,Engineering,Low,Remote,16,3,7,164,0
Consultant,5,Marketing,Medium,Remote,10,5,6,212,0
Assistant,19,Marketing,Low,Office,14,6,1,222,0
Consultant,14,Sales,Medium,Remote,71,6,4,210,0
Manager,23,Engineering,High,Remote,92,7,9,222,1
Consultant,20,Sales,High,Remote,16,4,7,153,0
Consultant,6,Sales,Low,Remote,89,5,2,266,0
Director,24,Customer Support,Medium,Remote,4,10,5,278,0
Director,28,Marketing,High,Remote,60,10,1,119,0
Director,28,Marketing,High,Remote,3,1,7,291,0
Consultant,29,Customer Support,Medium,Office,55,9,8,188,0
Executive,20,Marketing,Low,Office,87,1,0,110,0
Consultant,26,Marketing,High,Office,74,2,3,226,0
Executive,29,Marketing,High,Office,93,3,5,151,0
Executive,4,Engineering,High,Office,47,5,1,153,0
Director,29,Customer Support,Low,Office,47,5,5,168,0
Assistant,3,Sales,High,Remote,34,2,10,106,0
Manager,21,Engineering,Medium,Office,32,0,6,239,0
Director,17,Sales,Low,Office,99,2,5,229,0
Director,2,Customer Support,High,Office,20,3,9,202,0
Assistant,16,Customer Support,Medium,Office,4,8,9,248,0
Manager,17,Customer Support,Medium,Remote,63,9,10,168,0
Consultant,17,Marketing,Low,Remote,68,7,7,190,0
Consultant,23,Engineering,Medium,Remote,20,3,4,194,0
Director,23,Customer Support,Low,Remote,88,6,2,217,0
Manager,1,Sales,Low,Office,73,8,1,220,0
Director,12,Marketing,Low,Remote,82,1,1,135,0
Executive,29,Marketing,Medium,Office,31,2,1,120,0
Director,21,Engineering,Low,Remote,17,0,9,152,0
Director,14,Engineering,Low,Office,57,7,4,246,0
Consultant,4,Engineering,Medium,Office,97,1,9,102,0
Consultant,2,Marketing,Low,Remote,78,6,3,287,0
Consultant,4,Customer Support,High,Remote,23,6,1,180,0
Executive,4,Sales,Medium,Remote,4,10,4,193,0
Consultant,4,Customer Support,Medium,Remote,52,2,6,199,0
Manager,2,Sales,Medium,Remote,95,1,4,300,0
Assistant,30,Customer Support,High,Remote,72,2,10,261,1
Manager,2,Engineering,Low,Remote,54,7,7,256,0
Manager,19,Sales,Medium,Office,4,8,5,215,0
Consultant,22,Marketing,Medium,Remote,68,10,8,284,1
Assistant,27,Sales,Medium,Office,40,7,9,172,0
Assistant,27,Marketing,High,Office,97,10,4,139,0
Assistant,27,Customer Support,High,Remote,6,1,7,149,0
Executive,29,Engineering,High,Office,89,8,5,246,1
Consultant,17,Sales,Low,Remote,0,5,6,249,0
Assistant,25,Marketing,Low,Office,51,1,7,278,0
Executive,19,Customer Support,High,Remote,97,8,3,148,0
Director,3,Engineering,Low,Remote,25,4,3,279,0
Director,0,Engineering,High,Remote,95,5,10,222,0
Executive,25,Engineering,Low,Remote,62,0,5,249,0
Executive,15,Customer Support,Low,Remote,11,1,1,212,0
Consultant,7,Customer Support,High,Office,69,0,8,289,0
Consultant,16,Customer Support,Medium,Remote,83,3,7,159,0
Director,7,Engineering,Medium,Remote,18,1,1,106,0
Assistant,6,Sales,Low,Office,79,0,0,218,0
Director,24,Marketing,Low,Remote,3,2,9,280,0
Assistant,7,Customer Support,Low,Office,95,3,3,130,0
Assistant,20,Sales,Low,Remote,81,3,10,231,0
Consultant,23,Marketing,Low,Office,4,2,3,192,0
Manager,29,Engineering,Low,Remote,53,1,1,106,0
Manager,30,Sales,High,Remote,69,7,4,230,0
Executive,26,Engineering,Medium,Office,56,9,2,124,0
Consultant,25,Marketing,Medium,Office,77,10,2,261,1
Assistant,11,Customer Support,High,Office,51,1,9,132,0
Manager,15,Engineering,High,Office,17,4,2,194,0
Assistant,30,Sales,Medium,Office,63,6,3,187,0
Manager,11,Customer Support,Medium,Remote,9,8,10,225,0
Manager,18,Sales,Low,Remote,22,2,4,137,0
Manager,30,Marketing,Medium,Office,81,0,3,209,0
Consultant,9,Marketing,Low,Office,67,8,8,224,0
Director,6,Customer Support,Low,Office,51,0,3,225,0
Assistant,11,Sales,Medium,Remote,95,7,10,103,0
Consultant,19,Sales,Low,Remote,46,1,6,275,0
Consultant,4,Sales,Low,Office,69,6,9,200,0
Consultant,15,Sales,High,Remote,25,2,10,160,0
Consultant,8,Marketing,Medium,Office,69,5,4,292,0
Consultant,6,Sales,High,Remote,98,5,9,180,0
Executive,19,Marketing,Low,Office,42,3,8,209,0
Assistant,21,Sales,Low,Office,68,7,8,298,1
Consultant,25,Sales,High,Remote,62,4,7,177,0
Assistant,13,Engineering,High,Remote,77,6,5,160,0
Executive,10,Engineering,High,Office,65,4,10,228,0
Executive,6,Sales,Low,Office,62,3,5,105,0
Assistant,28,Marketing,Medium,Remote,12,5,1,120,0
Manager,9,Sales,Low,Office,50,2,6,294,0
Director,28,Engineering,High,Office,4,5,8,182,0
Manager,8,Sales,Medium,Office,46,5,8,127,0
Manager,3,Engineering,High,Office,35,10,1,293,0
Manager,15,Sales,Low,Office,35,10,8,254,0
Consultant,9,Customer Support,Medium,Office,49,5,6,259,0
Executive,18,Sales,Medium,Remote,55,10,4,239,0
Manager,23,Marketing,Low,Remote,18,2,4,164,0
Executive,30,Engineering,High,Office,19,7,5,273,0
Assistant,16,Customer Support,High,Office,21,3,7,267,0
Director,8,Engineering,High,Remote,30,10,1,192,0
Assistant,12,Engineering,Low,Office,61,1,2,236,0
Assistant,0,Marketing,High,Remote,43,6,9,181,0
Consultant,1,Sales,Medium,Remote,67,10,6,161,0
Director,12,Marketing,High,Office,66,7,2,208,0
Assistant,23,Sales,High,Office,100,10,0,243,1
Assistant,8,Customer Support,Medium,Office,88,3,5,198,0
Director,6,Marketing,Medium,Remote,48,5,6,199,0
Director,15,Marketing,High,Remote,100,7,8,295,1
Assistant,18,Engineering,Medium,Office,58,4,0,267,0
Director,6,Marketing,Low,Office,3,8,10,134,0
Assistant,5,Sales,Medium,Office,38,5,8,226,0
Assistant,17,Marketing,Low,Remote,6,5,9,182,0
Consultant,18,Marketing,Medium,Office,70,1,6,287,0
Manager,10,Customer Support,Low,Remote,48,6,7,297,0
Assistant,28,Sales,Low,Office,88,8,2,190,0
Executive,11,Engineering,High,Office,14,4,4,102,0
Manager,28,Sales,Medium,Remote,6,4,2,227,0
Manager,25,Customer Support,Medium,Remote,46,10,6,152,0
Manager,9,Sales,Medium,Remote,67,4,1,199,0
Consultant,12,Sales,Low,Remote,97,0,5,286,0
Assistant,11,Marketing,High,Remote,44,4,9,263,0
Consultant,30,Marketing,Medium,Remote,18,9,1,293,1
Assistant,20,Sales,High,Office,46,7,8,136,0
Consultant,9,Sales,High,Remote,52,2,5,200,0
Consultant,19,Engineering,Low,Office,26,8,4,143,0
Executive,17,Customer Support,Medium,Office,4,8,5,163,0
Consultant,3,Marketing,High,Office,59,5,5,278,0
Director,27,Marketing,Medium,Remote,76,3,5,223,0
Executive,23,Marketing,Medium,Remote,61,3,9,105,0
Consultant,4,Marketing,Medium,Office,58,10,5,168,0
Manager,4,Sales,High,Office,60,0,8,248,0
Director,28,Sales,Low,Office,55,9,6,156,0
Director,27,Engineering,Low,Remote,77,4,10,255,1
Director,11,Marketing,High,Office,93,4,0,184,0
Executive,25,Marketing,Medium,Remote,46,4,9,123,0
Consultant,2,Sales,Medium,Office,47,0,8,214,0
Consultant,28,Engineering,Low,Remote,9,0,5,191,0
Manager,7,Sales,High,Remote,31,9,9,174,0
Manager,21,Marketing,High,Office,64,1,7,290,1
Director,1,Marketing,Low,Remote,23,0,2,121,0
Manager,17,Customer Support,High,Office,28,7,2,209,0
Executive,8,Customer Support,High,Office,6,3,8,133,0
Consultant,12,Customer Support,Low,Office,94,5,8,217,0
Director,6,Engineering,Low,Office,16,7,4,136,0
Manager,9,Sales,High,Office,93,4,4,140,0
Executive,8,Marketing,High,Remote,24,5,2,178,0
Executive,29,Marketing,Low,Office,91,3,6,204,0
Manager,21,Engineering,Low,Remote,35,5,6,142,0
Consultant,14,Marketing,Medium,Office,60,5,2,121,0
Manager,4,Marketing,High,Office,70,2,7,190,0
Director,11,Sales,High,Remote,34,3,5,242,0
Manager,0,Customer Support,Low,Office,83,5,2,120,0
Executive,11,Customer Support,Low,Office,77,7,5,151,0
Manager,21,Engineering,Medium,Remote,49,6,0,103,0
Consultant,5,Customer Support,Medium,Remote,55,3,5,274,0
Assistant,18,Customer Support,Low,Office,93,2,6,245,0
Manager,18,Engineering,High,Office,64,10,3,170,0
Consultant,15,Engineering,Medium,Office,40,7,3,217,0
Consultant,30,Customer Support,Low,Office,24,5,2,262,0
Executive,18,Sales,Low,Office,33,7,4,106,0
Consultant,2,Engineering,Low,Office,7,8,10,268,0
Consultant,22,Marketing,High,Office,55,8,0,237,0
Consultant,9,Engineering,Low,Office,83,9,5,289,1
Consultant,26,Marketing,Low,Office,29,10,1,292,1
Director,17,Engineering,High,Remote,67,8,3,239,0
Director,25,Engineering,Low,Remote,20,9,5,190,0
Executive,12,Customer Support,Low,Office,90,0,10,255,0
Manager,25,Customer Support,Medium,Remote,9,2,10,157,0
Consultant,17,Customer Support,Low,Remote,86,8,5,283,1
Manager,2,Sales,High,Office,32,3,9,245,0
Manager,25,Customer Support,Medium,Remote,74,9,6,292,1
Executive,27,Customer Support,Low,Remote,82,1,0,284,1
Consultant,22,Engineering,High,Remote,74,0,5,277,0
Consultant,2,Engineering,Low,Remote,3,4,8,226,0
Assistant,22,Sales,Medium,Remote,22,3,7,144,0
Manager,24,Marketing,High,Office,68,4,7,289,1
Manager,26,Engineering,Medium,Office,52,10,10,205,0
Director,25,Engineering,High,Remote,4,4,5,209,0
Assistant,11,Marketing,High,Remote,17,7,3,292,0
Director,30,Sales,Low,Remote,16,5,0,154,0
Director,26,Engineering,High,Office,57,2,4,137,0
Director,19,Customer Support,High,Remote,66,8,4,103,0
Executive,6,Sales,Low,Office,71,7,6,114,0
Executive,24,Marketing,High,Remote,55,8,0,248,0
Director,29,Marketing,High,Remote,39,3,10,248,0
Assistant,23,Customer Support,High,Office,86,7,5,278,1
Manager,7,Customer Support,High,Office,86,10,6,207,0
Assistant,8,Customer Support,Low,Office,1,2,0,134,0
Consultant,13,Sales,Low,Remote,20,4,2,224,0
Executive,4,Marketing,Medium,Remote,51,6,9,103,0
Manager,29,Customer Support,High,Office,23,0,8,259,0
Manager,20,Customer Support,Low,Remote,52,0,7,239,0
Consultant,18,Marketing,High,Office,37,2,9,153,0
Consultant,20,Engineering,Low,Office,19,3,5,129,0
Director,15,Sales,Medium,Remote,49,0,7,108,0
Executive,23,Engineering,High,Remote,38,7,1,118,0
Executive,11,Customer Support,Medium,Remote,59,1,6,179,0
Assistant,20,Sales,Medium,Remote,90,10,1,257,1
Director,3,Engineering,Medium,Remote,38,4,2,292,0
Director,7,Marketing,Low,Remote,70,5,1,209,0
Director,6,Customer Support,High,Remote,32,10,10,144,0
Director,14,Sales,Low,Office,28,5,4,122,0
Executive,29,Sales,Low,Office,73,5,9,175,0
Executive,29,Sales,High,Remote,9,10,4,104,0
Director,5,Sales,High,Office,75,0,5,294,0
Assistant,4,Customer Support,High,Office,66,2,5,218,0
Manager,13,Customer Support,High,Office,2,2,6,293,0
Manager,20,Marketing,Low,Office,76,7,7,142,0
Assistant,12,Marketing,High,Remote,30,5,3,101,0
Director,9,Marketing,High,Office,26,1,8,275,0
Executive,17,Engineering,High,Office,69,0,2,285,0
Manager,28,Marketing,Medium,Remote,26,3,4,139,0
Consultant,30,Customer Support,High,Office,98,0,2,198,0
Consultant,3,Engineering,High,Office,8,4,1,280,0
Assistant,7,Customer Support,Low,Remote,5,10,10,286,0
Director,23,Engineering,Medium,Office,5,7,4,295,0
Manager,10,Marketing,Low,Remote,25,9,8,290,0
Director,16,Marketing,Medium,Remote,42,1,5,216,0
Manager,17,Marketing,Low,Remote,18,7,3,263,0
Assistant,20,Engineering,Low,Office,15,7,6,139,0
Assistant,24,Customer Support,High,Office,22,5,9,233,0
Consultant,25,Sales,High,Remote,74,7,4,241,0
Director,10,Customer Support,Medium,Remote,79,1,6,224,0
Consultant,15,Marketing,Medium,Remote,28,6,1,200,0
Director,11,Engineering,Medium,Office,37,7,1,132,0
Consultant,12,Engineering,High,Office,58,3,8,207,0
Executive,26,Marketing,Low,Remote,47,8,3,246,0
Executive,15,Engineering,Medium,Office,19,10,0,270,0
Executive,22,Marketing,High,Office,20,5,8,153,0
Executive,25,Customer Support,High,Remote,27,2,0,300,0
Manager,20,Engineering,Low,Office,49,3,10,195,0
Executive,0,Sales,Low,Office,32,3,1,191,0
Assistant,30,Engineering,High,Remote,39,0,8,191,0
Assistant,15,Marketing,Low,Office,89,9,10,223,1
Manager,14,Sales,Low,Office,53,0,2,194,0
Executive,5,Marketing,High,Office,9,0,10,160,0
Executive,11,Engineering,Medium,Remote,33,3,0,240,0
Executive,7,Sales,Medium,Office,72,0,2,269,0
Consultant,6,Sales,High,Office,35,5,8,117,0
Director,1,Engineering,Medium,Office,74,1,1,208,0
Consultant,11,Sales,High,Office,73,0,4,171,0
Director,20,Customer Support,High,Office,6,6,0,212,0
Executive,13,Sales,Low,Remote,15,5,9,292,0
Executive,15,Sales,Medium,Office,50,0,0,147,0
Consultant,10,Customer Support,High,Remote,89,9,6,194,0
Consultant,19,Marketing,Medium,Office,95,8,9,183,0
Director,8,Marketing,Medium,Remote,60,5,9,263,0
Assistant,9,Customer Support,Medium,Remote,30,1,2,186,0
Director,16,Sales,High,Office,31,6,0,272,0
Consultant,11,Engineering,Low,Remote,44,2,0,237,0
Consultant,5,Customer Support,Medium,Office,75,6,10,236,0
Manager,18,Engineering,High,Remote,26,8,10,273,0
Consultant,10,Marketing,Medium,Office,21,4,4,244,0
Manager,8,Customer Support,Low,Office,14,0,2,294,0
Assistant,20,Engineering,Medium,Office,7,4,10,132,0
Director,28,Sales,High,Office,67,7,3,164,0
Director,5,Customer Support,Medium,Remote,7,7,5,247,0
Manager,26,Engineering,Medium,Office,86,2,1,293,1
Director,24,Customer Support,Medium,Office,15,3,6,225,0
Consultant,24,Customer Support,Low,Office,47,7,4,243,0
Executive,23,Marketing,Medium,Remote,33,7,7,300,1
Manager,24,Marketing,High,Office,85,6,3,241,0
Director,15,Sales,Medium,Remote,86,5,7,228,0
Manager,19,Marketing,Medium,Remote,56,3,3,262,0
Manager,15,Marketing,Medium,Office,4,9,10,228,0
Executive,5,Marketing,Low,Remote,100,8,4,270,1
Consultant,4,Engineering,High,Office,43,1,2,168,0
Manager,20,Customer Support,Medium,Remote,70,1,10,174,0
Director,3,Marketing,High,Office,36,0,3,195,0
Assistant,1,Engineering,High,Office,89,10,8,282,1
Manager,27,Customer Support,Low,Office,27,2,4,243,0
Manager,5,Marketing,High,Remote,67,2,3,220,0
Executive,8,Marketing,Medium,Remote,95,3,3,294,1
Consultant,27,Customer Support,Low,Remote,37,2,6,210,0
Assistant,16,Engineering,Low,Remote,45,9,1,290,0
Director,13,Engineering,High,Office,72,5,3,171,0
Assistant,6,Sales,Low,Office,99,8,2,249,0
Director,21,Customer Support,High,Remote,25,7,6,283,0
Consultant,18,Sales,High,Remote,74,5,3,151,0
Director,0,Engineering,Low,Remote,83,7,7,254,0
Executive,28,Marketing,Medium,Remote,52,7,4,163,0
Executive,19,Sales,High,Office,62,9,8,144,0
Executive,30,Engineering,Low,Office,62,5,8,294,1
Executive,29,Engineering,Low,Office,37,1,2,125,0
Assistant,24,Marketing,High,Remote,14,4,8,240,0
Consultant,14,Customer Support,High,Remote,98,3,3,257,0
Director,17,Engineering,High,Remote,8,5,8,177,0
Director,2,Sales,High,Remote,96,1,1,129,0
Executive,17,Marketing,Medium,Office,74,3,4,271,0
Executive,29,Customer Support,Medium,Office,21,7,5,275,0
Manager,1,Customer Support,Medium,Remote,69,0,2,201,0
Consultant,9,Customer Support,Medium,Office,55,2,1,108,0
Assistant,10,Engineering,Low,Office,36,3,0,275,0
Director,26,Customer Support,High,Office,56,1,10,195,0
Manager,23,Engineering,Low,Office,59,1,6,283,0
Manager,2,Marketing,Low,Remote,84,5,3,167,0
Director,6,Marketing,Medium,Office,11,5,7,233,0
Assistant,7,Customer Support,Low,Office,6,2,7,292,0
Manager,18,Marketing,Medium,Office,65,7,7,188,0
Manager,17,Sales,High,Office,40,2,1,294,0
Consultant,12,Sales,Medium,Remote,23,1,4,120,0
Assistant,12,Engineering,High,Office,89,4,7,177,0
Manager,23,Customer Support,Medium,Office,24,6,9,129,0
Assistant,18,Engineering,Low,Remote,61,0,1,156,0
Director,22,Marketing,Low,Remote,83,1,1,154,0
Executive,11,Customer Support,Medium,Remote,43,1,0,101,0
Manager,16,Engineering,High,Remote,1,7,5,147,0
Consultant,29,Customer Support,High,Remote,41,9,4,121,0
Director,30,Customer Support,Medium,Remote,98,5,0,240,1
Assistant,27,Engineering,Low,Office,32,3,10,188,0
Director,21,Customer Support,High,Office,16,3,7,211,0
Manager,11,Marketing,Medium,Remote,62,4,7,142,0
Assistant,27,Sales,High,Office,21,2,4,174,0
Executive,12,Sales,Low,Office,0,3,10,173,0
Director,24,Customer Support,High,Office,100,3,2,148,0
Manager,11,Sales,Medium,Office,93,6,7,264,1
Consultant,18,Customer Support,High,Office,69,6,2,207,0
Assistant,13,Engineering,High,Remote,53,0,3,134,0
Director,6,Marketing,Low,Office,13,2,10,118,0
Director,12,Sales,Low,Office,99,8,6,127,0
Executive,5,Engineering,Low,Remote,96,5,6,205,0
Executive,23,Marketing,Low,Office,52,5,3,211,0
Consultant,18,Sales,Medium,Office,5,3,8,284,0
Consultant,18,Sales,High,Office,89,9,5,214,0
Manager,3,Marketing,High,Office,63,8,7,288,0
Manager,18,Engineering,High,Office,87,2,6,270,1
Consultant,8,Engineering,High,Office,32,7,3,220,0
Consultant,15,Sales,Medium,Remote,71,5,1,287,0
Assistant,26,Marketing,Low,Office,43,1,10,237,0
Executive,3,Engineering,High,Remote,33,2,1,178,0
Manager,5,Marketing,High,Remote,33,0,7,195,0
Executive,7,Marketing,Low,Office,23,2,7,294,0
Executive,26,Sales,Low,Office,1,3,0,123,0
Consultant,28,Marketing,High,Office,7,5,0,227,0
Assistant,23,Marketing,Low,Remote,24,9,3,271,0
Director,15,Customer Support,High,Remote,93,6,0,257,0
Assistant,30,Marketing,High,Remote,31,2,9,214,0
Assistant,4,Engineering,High,Office,55,10,0,144,0
Executive,20,Sales,High,Remote,93,6,9,217,0
Assistant,21,Sales,High,Office,6,3,10,159,0
Manager,9,Marketing,High,Office,47,0,4,215,0
Executive,22,Marketing,Low,Remote,87,0,0,152,0
Manager,12,Engineering,Medium,Remote,53,7,9,202,0
Director,28,Customer Support,Medium,Office,62,9,5,124,0
Executive,25,Sales,High,Remote,72,6,3,201,0
Director,13,Customer Support,Low,Remote,79,3,9,231,0
Executive,6,Engineering,High,Office,1,0,10,191,0
Consultant,28,Sales,Low,Remote,34,5,10,130,0
Assistant,19,Engineering,High,Remote,97,10,4,246,1
Consultant,5,Marketing,High,Office,21,10,8,101,0
Director,6,Engineering,Medium,Office,82,9,1,103,0
Assistant,4,Marketing,Low,Remote,63,6,2,178,0
Executive,20,Customer Support,Low,Remote,58,5,2,137,0
Assistant,17,Sales,Medium,Remote,48,5,10,132,0
Manager,22,Sales,Medium,Office,51,7,8,117,0
Assistant,11,Customer Support,Medium,Remote,20,5,2,203,0
Manager,5,Marketing,Medium,Office,11,1,9,259,0
Assistant,26,Sales,Low,Office,10,6,4,214,0
Manager,0,Engineering,Low,Office,53,9,5,260,0
Director,3,Marketing,Medium,Office,82,3,5,133,0
Consultant,18,Sales,High,Remote,69,10,5,150,0
Executive,11,Engineering,High,Remote,13,10,0,162,0
Assistant,14,Engineering,High,Remote,32,2,5,146,0
Consultant,2,Sales,High,Remote,76,7,0,293,0
Executive,22,Customer Support,Low,Remote,25,9,5,240,0
Executive,26,Customer Support,Low,Office,13,4,9,151,0
Manager,27,Sales,Low,Office,87,3,5,192,0
Director,25,Engineering,High,Remote,47,10,2,151,0
Director,19,Customer Support,Medium,Remote,64,3,2,270,0
Consultant,30,Customer Support,High,Remote,45,4,5,205,0
Director,27,Customer Support,Low,Remote,54,3,1,197,0
Assistant,7,Marketing,High,Office,93,2,4,288,0
Director,10,Customer Support,Medium,Remote,73,3,9,230,0
Consultant,15,Sales,Medium,Office,73,9,2,295,1
Director,8,Sales,High,Office,91,4,4,158,0
Assistant,2,Marketing,Low,Remote,67,1,2,226,0
Manager,4,Marketing,Low,Office,77,6,1,281,0
Consultant,19,Sales,Low,Remote,11,4,3,168,0
Manager,13,Marketing,High,Office,53,8,4,225,0
Manager,27,Customer Support,Low,Office,63,5,5,229,0
Manager,25,Engineering,High,Office,46,10,1,295,1
Executive,14,Engineering,Low,Office,36,0,2,143,0
Executive,5,Engineering,Medium,Office,73,8,2,227,0
Manager,26,Sales,Medium,Remote,40,4,5,137,0
